id,field_model,field_member_of,title,field_contributor,field_original_date_issued,field_description,field_place_published,field_publisher,field_rights_statement,field_language_code,field_resource_type,field_note
001,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
